SAMPID  ,   SMATSSCR  ,  SMCENTER  ,  SMPTHNTS  ,  SMRIN
GTEX-P4QT-1426-SM-3NMCX  ,   2  ,  B1  ,  6  ,  well-preserved
GTEX-P4QT-1526-SM-3NMCT  ,   1  ,  B1  ,  2  ,  pieces.
GTEX-P4QT-1626-SM-2M47E  ,   1  ,  B1  ,  2  ,  ~8x4mm
GTEX-P4QT-1626-SM-2S1NP  ,   1  ,  B1  ,  2  ,  ~8x4mm
GTEX-P4QT-1726-SM-2M47C  ,   2  ,  B1  ,  2  ,  pieces,
GTEX-P4QT-1726-SM-2S1NQ  ,   2  ,  B1  ,  2  ,  pieces,
GTEX-P4QT-1826-SM-2M478  ,   1  ,  B1  ,  2  ,  pieces
GTEX-P4QT-1826-SM-2S1NJ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-P4QT-2026-SM-3NMCJ  ,   1  ,  B1  ,  No  ,  endometrial
GTEX-P4QT-2426-SM-3NMCL  ,   1  ,  B1  ,  2  ,  ~6.6x4.3mm
GTEX-P4QT-2626-SM-2I3FM  ,   1  ,  B1  ,  16.7x7.1mm.  ,  1.8mm
GTEX-P4QT-2626-SM-2IZIN  ,   1  ,  B1  ,  16.7x7.1mm.  ,  1.8mm
GTEX-P78B-0004-SM-2MRIA  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-P78B-0004-SM-2XK12  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-P78B-0005-SM-2I5GM  ,   C1  ,  8.5  ,  Blood  ,  Whole
GTEX-P78B-0005-SM-2M49N  ,   C1  ,  8.5  ,  Blood  ,  Whole
GTEX-P78B-0226-SM-3NB1Z  ,   1  ,  C1  ,  2  ,  overly
GTEX-P78B-0426-SM-2I5F5  ,   1  ,  C1  ,  2  ,  pieces
GTEX-P78B-0426-SM-2M48K  ,   1  ,  C1  ,  2  ,  pieces
GTEX-P78B-0526-SM-2I5F7  ,   1  ,  C1  ,  2  ,  ~9x7
GTEX-P78B-0526-SM-2M48M  ,   1  ,  C1  ,  2  ,  ~9x7
GTEX-P78B-0626-SM-2M48C  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-P78B-0626-SM-2S1O5  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-P78B-0726-SM-2M48A  ,   1  ,  C1  ,  2  ,  pieces
GTEX-P78B-0726-SM-2S1O2  ,   1  ,  C1  ,  2  ,  pieces
GTEX-P78B-0826-SM-3NMCA  ,   1  ,  C1  ,  6  ,  pieces.
GTEX-P78B-0926-SM-2I5FA  ,   1  ,  C1  ,  2  ,  ~8
GTEX-P78B-0926-SM-2M48P  ,   1  ,  C1  ,  2  ,  ~8
GTEX-P78B-1026-SM-3NMC4  ,   1  ,  C1  ,  6  ,  pieces
GTEX-P78B-1126-SM-3P615  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-P78B-1326-SM-3P611  ,   1  ,  C1  ,  2  ,  pieces
GTEX-P78B-1626-SM-2M489  ,   1  ,  C1  ,  2  ,  ~8x7mm
GTEX-P78B-1626-SM-2S1O1  ,   1  ,  C1  ,  2  ,  ~8x7mm
GTEX-P78B-1726-SM-3P5ZV  ,   2  ,  C1  ,  6  ,  pieces,
GTEX-P78B-1826-SM-3P5YX  ,   1  ,  C1  ,  6  ,  pieces
GTEX-P78B-1926-SM-3P616  ,   1  ,  C1  ,  2  ,  ~7
GTEX-P78B-2226-SM-3P5ZZ  ,   0  ,  C1  ,  6  ,  ~8x3
GTEX-P78B-2526-SM-3P5ZY  ,   1  ,  C1  ,  2  ,  pieces:
GTEX-PLZ4-0003-SM-2IJGB  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-PLZ4-0003-SM-2XJZZ  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-PLZ4-0006-SM-2M47Z  ,   C1  ,  7.5  ,  Blood  ,  Whole
GTEX-PLZ4-0006-SM-2S1NY  ,   C1  ,  7.5  ,  Blood  ,  Whole
GTEX-PLZ4-0126-SM-2QU4D  ,   1  ,  C1  ,  6  ,  ~10x1.5mm
GTEX-PLZ4-0126-SM-2S1OG  ,   1  ,  C1  ,  6  ,  ~10x1.5mm
GTEX-PLZ4-0226-SM-2M482  ,   2  ,  C1  ,  2  ,  ~9x9mm
GTEX-PLZ4-0226-SM-2S1NW  ,   2  ,  C1  ,  2  ,  ~9x9mm
GTEX-PLZ4-0726-SM-2QU59  ,   2  ,  C1  ,  2  ,  ~9.5x6mm
GTEX-PLZ4-0726-SM-2TC6Q  ,   2  ,  C1  ,  2  ,  ~9.5x6mm
GTEX-PLZ4-0926-SM-2QU4F  ,   1  ,  C1  ,  2  ,  ~7x7mm
GTEX-PLZ4-0926-SM-2S1OI  ,   1  ,  C1  ,  2  ,  ~7x7mm
GTEX-PLZ4-1226-SM-2I5FE  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-PLZ4-1226-SM-2M48Q  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-PLZ4-1326-SM-2QU2W  ,   2  ,  C1  ,  2  ,  ~
GTEX-PLZ4-1326-SM-2S1O7  ,   2  ,  C1  ,  2  ,  ~
GTEX-PLZ4-1626-SM-3P618  ,   1  ,  C1  ,  6  ,  ~6x2mm
GTEX-PLZ4-2726-SM-3P61A  ,   1  ,  C1  ,  6  ,  ~
GTEX-PLZ4-2826-SM-3P617  ,   1  ,  C1  ,  2  ,  ~7x5mm
GTEX-PLZ5-0003-SM-2H2X9  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PLZ5-0003-SM-2XK1R  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PLZ5-0006-SM-2M47Y  ,   B1  ,  8.1  ,  Blood  ,  Whole
GTEX-PLZ5-0006-SM-2S1NZ  ,   B1  ,  8.1  ,  Blood  ,  Whole
GTEX-PLZ5-0326-SM-3P614  ,   1  ,  B1  ,  2  ,  ~3x8mm
GTEX-PLZ5-0426-SM-3P612  ,   1  ,  B1  ,  6  ,  ~
GTEX-PLZ5-0626-SM-2I5F8  ,   0  ,  B1  ,  2  ,  ~12x7mm
GTEX-PLZ5-0626-SM-2M48N  ,   0  ,  B1  ,  2  ,  ~12x7mm
GTEX-PLZ5-0726-SM-2I5F9  ,   1  ,  B1  ,  2  ,  ~6.5x5mm
GTEX-PLZ5-0726-SM-2M48O  ,   1  ,  B1  ,  2  ,  ~6.5x5mm
GTEX-PLZ5-0826-SM-3P5ZW  ,   1  ,  B1  ,  6  ,  ~8x4mm
GTEX-PLZ5-0926-SM-3TW8L  ,   1  ,  B1  ,  4  ,  ~
GTEX-PLZ5-1126-SM-3P613  ,   1  ,  B1  ,  6  ,  ~5-6mm
GTEX-PLZ5-1526-SM-3P5ZX  ,   1  ,  B1  ,  2  ,  ~
GTEX-PLZ5-1626-SM-3NB21  ,   1  ,  B1  ,  2  ,  ~
GTEX-PLZ5-1726-SM-2I5F6  ,   1  ,  B1  ,  2  ,  ~
GTEX-PLZ5-1726-SM-2M48L  ,   1  ,  B1  ,  2  ,  ~
GTEX-PLZ5-1826-SM-3NB22  ,   1  ,  B1  ,  2  ,  ~13x9mm
GTEX-PLZ5-2026-SM-2M48B  ,   1  ,  B1  ,  6  ,  ~7x2mm
GTEX-PLZ5-2026-SM-2S1O4  ,   1  ,  B1  ,  6  ,  ~7x2mm
GTEX-PLZ6-0003-SM-2IJGD  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PLZ6-0003-SM-2XK1U  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PLZ6-0006-SM-2I5FQ  ,   B1  ,  7.6  ,  Blood  ,  Whole
GTEX-PLZ6-0006-SM-2M48W  ,   B1  ,  7.6  ,  Blood  ,  Whole
GTEX-PLZ6-0006-SM-33HBZ  ,   B1  ,  7.6  ,  Blood  ,  Whole
GTEX-PLZ6-0226-SM-3P61I  ,   1  ,  B1  ,  2,  ,  ~3x7mm
GTEX-PLZ6-0326-SM-3P61J  ,   1  ,  B1  ,  6  ,  pieces.
GTEX-PLZ6-0426-SM-2I5FG  ,   1  ,  B1  ,  2  ,  ~10x7
GTEX-PLZ6-0426-SM-2M48R  ,   1  ,  B1  ,  2  ,  ~10x7
GTEX-PLZ6-0526-SM-3P61C  ,   1  ,  B1  ,  6  ,  pieces,~5
GTEX-PLZ6-0626-SM-3P61B  ,   1  ,  B1  ,  5  ,  pieces,
GTEX-PLZ6-0726-SM-3P619  ,   0  ,  B1  ,  2,  ,  ~
GTEX-PLZ6-0826-SM-3P61K  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-PLZ6-0926-SM-3P5ZQ  ,   1  ,  B1  ,  4  ,  pieces,
GTEX-PLZ6-1126-SM-3P5ZR  ,   1  ,  B1  ,  2  ,  ~10x10
GTEX-PLZ6-1226-SM-3P5ZS  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PLZ6-1326-SM-3NB24  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PLZ6-1426-SM-2QU4V  ,   1  ,  B1  ,  6  ,  ~10x3.7
GTEX-PLZ6-1426-SM-2S1OQ  ,   1  ,  B1  ,  6  ,  ~10x3.7
GTEX-PLZ6-1526-SM-2QU3D  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PLZ6-1526-SM-2S1OC  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PLZ6-1626-SM-3NB23  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PLZ6-1726-SM-2QU2Z  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PLZ6-1726-SM-2S1O6  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-0003-SM-2H2X7  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-POMQ-0003-SM-2IJGF  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-POMQ-0003-SM-2XK11  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-POMQ-0006-SM-2I5F4  ,   B1  ,  8.5  ,  Blood  ,  Whole
GTEX-POMQ-0006-SM-2M48J  ,   B1  ,  8.5  ,  Blood  ,  Whole
GTEX-POMQ-0006-SM-33HBY  ,   B1  ,  8.5  ,  Blood  ,  Whole
GTEX-POMQ-0326-SM-2I5FO  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-0326-SM-2M48U  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-0426-SM-3P61G  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-POMQ-0526-SM-2QU4T  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-0526-SM-3GADD  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-0626-SM-3P61E  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-POMQ-0826-SM-3P61H  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-POMQ-1226-SM-3P61F  ,   1  ,  B1  ,  2  ,  pieces
GTEX-POMQ-1426-SM-3P61D  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-1926-SM-3NB1Y  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-2026-SM-2QU3S  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-2026-SM-2S1OD  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-2126-SM-2QU4E  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-2126-SM-2S1OJ  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-POMQ-2226-SM-2I5FK  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-POMQ-2226-SM-2M48S  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-POMQ-2326-SM-2QU32  ,   0  ,  B1  ,  2  ,  large
GTEX-POMQ-2326-SM-2S1O8  ,   0  ,  B1  ,  2  ,  large
GTEX-POYW-0006-SM-2XCF4  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-POYW-0006-SM-2XV6I  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-POYW-0426-SM-2XCEV  ,   1  ,  C1  ,  2  ,  pieces
GTEX-POYW-0426-SM-2XV4T  ,   1  ,  C1  ,  2  ,  pieces
GTEX-POYW-0526-SM-2XCEY  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-POYW-0526-SM-2XV5Y  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-POYW-0726-SM-2XCEO  ,   1  ,  C1  ,  2  ,  ~
GTEX-POYW-0826-SM-2XCEM  ,   1  ,  C1  ,  2  ,  ~9.5x8mm
GTEX-POYW-0826-SM-2XV4Y  ,   1  ,  C1  ,  2  ,  ~9.5x8mm
GTEX-POYW-1226-SM-2XCEP  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-POYW-1226-SM-2XK2C  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-POYW-1226-SM-2XV5C  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-POYW-1226-SM-325A1  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-POYW-1226-SM-325HG  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0004-SM-2IJGH  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-PSDG-0004-SM-2XK1T  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-PSDG-0005-SM-2M481  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-PSDG-0005-SM-3GADC  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-PSDG-0226-SM-2I5FR  ,   0  ,  C1  ,  6  ,  pieces,
GTEX-PSDG-0226-SM-2M48X  ,   0  ,  C1  ,  6  ,  pieces,
GTEX-PSDG-0226-SM-33HC1  ,   0  ,  C1  ,  6  ,  pieces,
GTEX-PSDG-0426-SM-2QU46  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0426-SM-2S1OF  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0526-SM-2QU4G  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0526-SM-2S1OH  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0626-SM-2QU42  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0626-SM-2S1OE  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0726-SM-2I5FN  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0726-SM-2M48T  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0926-SM-2I5FP  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-0926-SM-2M48V  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-1126-SM-2QU4R  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PSDG-1126-SM-2S1ON  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-PVOW-0006-SM-2XV5H  ,   C1  ,  6.8  ,  Blood  ,  Whole
GTEX-PVOW-0006-SM-3NMB8  ,   C1  ,  6.8  ,  Blood  ,  Whole
GTEX-PVOW-0011-R1A-SM-2XV5W  ,   C1,  ,  A1  ,  6.7  ,  Brain
GTEX-PVOW-0011-R1A-SM-32PL6  ,   C1,  ,  A1  ,  6.7  ,  Brain
GTEX-PVOW-0011-R3A-SM-2XV66  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-PVOW-0011-R3A-SM-32PKX  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-PVOW-0011-R5A-SM-2XV6T  ,   C1,  ,  A1  ,  7.9  ,  Brain
GTEX-PVOW-0011-R5A-SM-32PL7  ,   C1,  ,  A1  ,  7.9  ,  Brain
GTEX-PVOW-0126-SM-2XCFA  ,   1  ,  C1  ,  6  ,  pieces~8.5x2.5mm;
GTEX-PVOW-0126-SM-2XV68  ,   1  ,  C1  ,  6  ,  pieces~8.5x2.5mm;
GTEX-PVOW-0426-SM-2XCF8  ,   1  ,  C1  ,  2  ,  pieces
GTEX-PVOW-0426-SM-2XV5E  ,   1  ,  C1  ,  2  ,  pieces
GTEX-PVOW-0626-SM-2XCF6  ,   1  ,  C1  ,  2  ,  pieces,~4x2mm;4.5x3.5mm;
GTEX-PVOW-0626-SM-2XV4R  ,   1  ,  C1  ,  2  ,  pieces,~4x2mm;4.5x3.5mm;
GTEX-PVOW-0726-SM-2XCF5  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-PVOW-0726-SM-2XV5G  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-PVOW-1026-SM-2XCF9  ,   2  ,  C1  ,  2  ,  pieces,~7x4mm;
GTEX-PVOW-1026-SM-2XV5D  ,   2  ,  C1  ,  2  ,  pieces,~7x4mm;
GTEX-PVOW-1026-SM-325A8  ,   2  ,  C1  ,  2  ,  pieces,~7x4mm;
GTEX-PVOW-1026-SM-325HO  ,   2  ,  C1  ,  2  ,  pieces,~7x4mm;
GTEX-PVOW-2526-SM-2XCF7  ,   2  ,  C1  ,  4  ,  pieces,~5-6x3mm;
GTEX-PVOW-2526-SM-2XV6F  ,   2  ,  C1  ,  4  ,  pieces,~5-6x3mm;
GTEX-PVOW-2626-SM-2XV6W  ,   1  ,  C1  ,  4  ,  pieces,
GTEX-PVOW-2626-SM-32PL8  ,   1  ,  C1  ,  4  ,  pieces,
GTEX-PW2O-0004-SM-2IJGJ  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PW2O-0004-SM-2XK1V  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PW2O-0006-SM-2I3DV  ,   B1  ,  7.4  ,  Blood  ,  Whole
GTEX-PW2O-0006-SM-2IZHL  ,   B1  ,  7.4  ,  Blood  ,  Whole
GTEX-PW2O-0526-SM-2I3DX  ,   2  ,  B1  ,  2  ,  ~
GTEX-PW2O-0526-SM-2IZHN  ,   2  ,  B1  ,  2  ,  ~
GTEX-PW2O-1526-SM-2I5FT  ,   1  ,  B1  ,  6  ,  ~
GTEX-PW2O-1526-SM-2IZJD  ,   1  ,  B1  ,  6  ,  ~
GTEX-PW2O-1726-SM-2QU4Y  ,   1  ,  B1  ,  2  ,  ~
GTEX-PW2O-1726-SM-2S1OO  ,   1  ,  B1  ,  2  ,  ~
GTEX-PW2O-1826-SM-2QU3A  ,   1  ,  B1  ,  2  ,  ~4x3.5mm
GTEX-PW2O-1826-SM-2S1OA  ,   1  ,  B1  ,  2  ,  ~4x3.5mm
GTEX-PW2O-1926-SM-2QU39  ,   1  ,  B1  ,  2  ,  ~
GTEX-PW2O-1926-SM-2S1OB  ,   1  ,  B1  ,  2  ,  ~
GTEX-PWCY-0001-SM-2IJGL  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWCY-0001-SM-2XK14  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWCY-0005-SM-2I3E2  ,   B1  ,  7.3  ,  Blood  ,  Whole
GTEX-PWCY-0005-SM-2IZHR  ,   B1  ,  7.3  ,  Blood  ,  Whole
GTEX-PWCY-0005-SM-33HBP  ,   B1  ,  7.3  ,  Blood  ,  Whole
GTEX-PWCY-0526-SM-2I3ER  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-0526-SM-2IZIG  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-1826-SM-2QU4P  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-PWCY-1826-SM-2S1OK  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-PWCY-1926-SM-3NB25  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-2026-SM-2S1NF  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-2226-SM-2QU4X  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-2226-SM-2S1OP  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-2326-SM-2I3EQ  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWCY-2326-SM-2IZIF  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWN1-0004-SM-2IJGN  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWN1-0004-SM-2XK15  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWN1-0006-SM-2IZJQ  ,   B1  ,  9.4  ,  Blood  ,  Whole
GTEX-PWN1-0006-SM-2S1NG  ,   B1  ,  9.4  ,  Blood  ,  Whole
GTEX-PWN1-0126-SM-2I3FK  ,   1  ,  B1  ,  6  ,  pieces
GTEX-PWN1-0126-SM-2IZIM  ,   1  ,  B1  ,  6  ,  pieces
GTEX-PWN1-0226-SM-2QU2P  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PWN1-0226-SM-2S1OZ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PWN1-1626-SM-2QU4N  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWN1-1626-SM-2S1OL  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWN1-1726-SM-2QU37  ,   1  ,  B1  ,  2  ,  pieces;
GTEX-PWN1-1726-SM-2S1O9  ,   1  ,  B1  ,  2  ,  pieces;
GTEX-PWN1-1826-SM-2QU3G  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWN1-1826-SM-2S1PE  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PWN1-2626-SM-2I3FH  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PWN1-2626-SM-2IZIJ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-PWO3-0004-SM-2IJGP  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWO3-0004-SM-2XK16  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWO3-0005-SM-2I5FS  ,   D1  ,  6.9  ,  Blood  ,  Whole
GTEX-PWO3-0005-SM-2IZJC  ,   D1  ,  6.9  ,  Blood  ,  Whole
GTEX-PWO3-0011-R1A-SM-2I5EW  ,   D1,  ,  A1  ,  6.8  ,  Brain
GTEX-PWO3-0011-R1A-SM-2IZIW  ,   D1,  ,  A1  ,  6.8  ,  Brain
GTEX-PWO3-0011-R2A-SM-2IZJO  ,   D1,  ,  A1  ,  6.7  ,  Brain
GTEX-PWO3-0011-R2A-SM-2S1OX  ,   D1,  ,  A1  ,  6.7  ,  Brain
GTEX-PWO3-0011-R3A-SM-2I5EX  ,   D1,  ,  A1  ,  6.5  ,  Brain
GTEX-PWO3-0011-R3A-SM-2IZIX  ,   D1,  ,  A1  ,  6.5  ,  Brain
GTEX-PWO3-0011-R5A-SM-2I5EZ  ,   D1,  ,  A1  ,  6.7  ,  Brain
GTEX-PWO3-0011-R5A-SM-2IZIZ  ,   D1,  ,  A1  ,  6.7  ,  Brain
GTEX-PWO3-0011-R6A-SM-2I5F3  ,   D1,  ,  A1  ,  7.5  ,  Brain
GTEX-PWO3-0011-R6A-SM-2IZJ2  ,   D1,  ,  A1  ,  7.5  ,  Brain
GTEX-PWO3-0011-R8A-SM-2I5GD  ,   D1,  ,  A1  ,  7.8  ,  Brain
GTEX-PWO3-0011-R8A-SM-2M49F  ,   D1,  ,  A1  ,  7.8  ,  Brain
GTEX-PWO3-0926-SM-2I5EY  ,   1  ,  D1  ,  4  ,  pieces,
GTEX-PWO3-0926-SM-2IZIY  ,   1  ,  D1  ,  4  ,  pieces,
GTEX-PWO3-1026-SM-2I5F2  ,   2  ,  D1  ,  4  ,  ~6x5mm
GTEX-PWO3-1026-SM-2IZJ1  ,   2  ,  D1  ,  4  ,  ~6x5mm
GTEX-PWO3-1626-SM-2IZJM  ,   1  ,  D1  ,  2  ,  ~
GTEX-PWOO-0004-SM-2IJGC  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWOO-0004-SM-2XK17  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PWOO-0006-SM-2I3E3  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-PWOO-0006-SM-2IZHS  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-PWOO-0526-SM-2QU5E  ,   1  ,  B1  ,  2  ,  ~7x6mm
GTEX-PWOO-0526-SM-2S1Q3  ,   1  ,  B1  ,  2  ,  ~7x6mm
GTEX-PWOO-0726-SM-2I3EB  ,   1  ,  B1  ,  2  ,  ~11x5mm
GTEX-PWOO-0726-SM-2IZI1  ,   1  ,  B1  ,  2  ,  ~11x5mm
GTEX-PWOO-0926-SM-2I3EC  ,   1  ,  B1  ,  1  ,  13x9mm
GTEX-PWOO-0926-SM-2IZI2  ,   1  ,  B1  ,  1  ,  13x9mm
GTEX-PWOO-2226-SM-2QU2S  ,   1  ,  B1  ,  2  ,  ~11x9mm
GTEX-PWOO-2226-SM-2S1P1  ,   1  ,  B1  ,  2  ,  ~11x9mm
GTEX-PWOO-2326-SM-2QU4C  ,   0  ,  B1  ,  2  ,  ~10x6mm
GTEX-PWOO-2326-SM-2S1PQ  ,   0  ,  B1  ,  2  ,  ~10x6mm
GTEX-PWOO-2426-SM-2IZJI  ,   0  ,  B1  ,  2  ,  ~
GTEX-PWOO-2426-SM-2S1OV  ,   0  ,  B1  ,  2  ,  ~
GTEX-PWOO-2526-SM-2QU3N  ,   0  ,  B1  ,  2  ,  ~
GTEX-PWOO-2526-SM-2S1PG  ,   0  ,  B1  ,  2  ,  ~
GTEX-PX3G-0004-SM-2IJGE  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PX3G-0004-SM-2XK13  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-PX3G-0006-SM-2I3E4  ,   B1  ,  9.8  ,  Blood  ,  Whole
GTEX-PX3G-0006-SM-2IZHT  ,   B1  ,  9.8  ,  Blood  ,  Whole
GTEX-PX3G-0006-SM-33HBQ  ,   B1  ,  9.8  ,  Blood  ,  Whole
GTEX-PX3G-0126-SM-2I3EN  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-PX3G-0126-SM-2IZIC  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-PX3G-0226-SM-2S1OU  ,   0  ,  B1  ,  3  ,  pieces,
GTEX-PX3G-0226-SM-3NB2C  ,   0  ,  B1  ,  3  ,  pieces,
GTEX-PX3G-0326-SM-2I3EO  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-0326-SM-2IZID  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-0526-SM-2I3EM  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-0526-SM-2IZIB  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-1626-SM-2QU4K  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-1626-SM-2S1PT  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-1826-SM-2QU3P  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-1826-SM-2S1PK  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-2626-SM-2I3EG  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-PX3G-2626-SM-2IZI6  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AG-0003-SM-2IJGG  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q2AG-0003-SM-2XK18  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q2AG-0005-SM-2HMK3  ,   C1  ,  7.4  ,  Blood  ,  Whole
GTEX-Q2AG-0005-SM-2IZK2  ,   C1  ,  7.4  ,  Blood  ,  Whole
GTEX-Q2AG-0005-SM-33HBX  ,   C1  ,  7.4  ,  Blood  ,  Whole
GTEX-Q2AG-0011-R10A-SM-2HMLA  ,   C1,  ,  A1  ,  8.5  ,  Brain
GTEX-Q2AG-0011-R10A-SM-2IZK9  ,   C1,  ,  A1  ,  8.5  ,  Brain
